6fuf 	 7cfn 	 8.588443305775616
7cmv 	 7vkt 	 3.647536556517873
6pb1 	 7ezm 	 7.979145390211334
7exd 	 7f1s 	 4.163706739458322
6xbm 	 7wuq 	 17.183761062174316
3sn6 	 7mbx 	 4.4244615909336344
6wwz 	 7f16 	 8.159063101334057
6x18 	 7v69 	 7.603522821629796
6xbm 	 7td4 	 10.869304721097897
6uva 	 7vgx 	 9.374008435216949
6kpg 	 7d68 	 9.45402821289589
6os9 	 7wuq 	 12.275136012296173
7dfl 	 7jjo 	 48.99195240509366
6pb1 	 7d77 	 3.3050936279098933
3sn6 	 7d7m 	 6.179136005879156
7f4h 	 7f8v 	 7.6209713121014095
6wzg 	 6x18 	 3.4100877063982407
6gdg 	 6p9x 	 77.79922958758202
7f1s 	 7na7 	 4.277344100128939
6k41 	 7jjo 	 45.58164337081605
7dfl 	 7wq3 	 9.058161677114734
7d68 	 7sbf 	 9.526390318193698
6qno 	 7wvx 	 5.590957340402881
7e2y 	 7vh0 	 8.251105134971358
7sqo 	 7vgx 	 3.625375865094891
6k41 	 7ej8 	 1.3262439233585634
7cx2 	 7vl9 	 7.031228282502468
6kpf 	 6p9y 	 4.797919074266957
7d68 	 7wq3 	 10.137655476370314
7cz5 	 7td0 	 8.730742361225422
6x18 	 7wq3 	 10.319498800000783
6os9 	 7f8w 	 7.220215524838282
6k41 	 7d7m 	 8.542895459123963
6p9y 	 6wzg 	 2.865904584026468
6vn7 	 6x18 	 2.229407980148269
7ld3 	 7tyf 	 10.958871605324116
6wzg 	 7vqx 	 2.683433359202312
7e9h 	 7vgx 	 11.980490114091435
7eb2 	 7s8m 	 16.42284786516379
6uva 	 7cfn 	 6.975414816065933
6oij 	 7dw9 	 8.922989087094557
7ezh 	 7vgx 	 4.149171195450723
7f4h 	 7ld3 	 8.670011738849837
6kpg 	 6uva 	 8.674981300512187
6g79 	 7evw 	 12.138481409918901
6uva 	 7d7m 	 9.790455146311272
7mbx 	 7na7 	 8.893476870431913
6gdg 	 6xbm 	 14.033985203945877
6p9x 	 7vgx 	 80.3673402259898
6wwz 	 7ezh 	 5.695944494319095
6oya 	 6p9y 	 7.138225699105187
6x18 	 7f8v 	 11.889623671154048
6fuf 	 7ejx 	 21.08198119909358
6k42 	 7e32 	 2.8631205821856556
6p9y 	 7vgx 	 7.935291562215763
7jjo 	 7td4 	 43.17292291643164
6wzg 	 7td0 	 9.223333518034346
7dfl 	 7vgy 	 12.171104534522648
7td4 	 7vqx 	 11.02570428025252
6os9 	 6wpw 	 11.652572401679762
7e32 	 7f16 	 8.775993228002656
6gdg 	 7w2z 	 7.562689451349822
7td0 	 7w2z 	 5.582359439056993
6p9y 	 7ld3 	 9.642156743129162
6lfo 	 7cx2 	 6.848060117484746
7ew3 	 7t6u 	 7.618898964900068
6k42 	 7t10 	 5.008618027333318
7cmv 	 7jvr 	 3.05585252956296
7jjo 	 7vh0 	 40.137263940099636
7ew1 	 7na7 	 8.14433085923429
6oij 	 6oik 	 7.000844494776776
6oij 	 7e32 	 4.5215545469666765
7cfn 	 7ezh 	 8.1327931542624
7sbf 	 7t10 	 4.274723256031194
6kpg 	 7f1s 	 4.844471575770878
6x18 	 7euo 	 10.58511491866929
6oik 	 7e32 	 3.534666683924019
6uva 	 7e2y 	 7.231494907061505
7dty 	 7evw 	 13.12464498803382
7tuz 	 7vl9 	 9.530701662467676
7ejx 	 7mbx 	 18.5628988044047
6wpw 	 7ezm 	 8.924192098331828
6p9x 	 6vn7 	 70.3393609186524
7cmv 	 7jvp 	 4.654938459100727
6fuf 	 7euo 	 5.103515118385079
7ew3 	 7vkt 	 5.797885030743231
7jvr 	 7vuh 	 4.194344460570772
7eb2 	 7wu5 	 18.60473366452767
7jvr 	 7vqx 	 9.510013364067959
7mts 	 7vl9 	 14.758970490002632
7vh0 	 7wq3 	 5.667036415952169
6xbm 	 7t6u 	 11.571749772404296
6g79 	 6kpg 	 5.698281928610941
7euo 	 7vh0 	 10.021246779123935
7mbx 	 7vug 	 6.719629269285451
6wwz 	 7jvr 	 3.9413652128686247
6oya 	 7e9h 	 11.79900164023668
3sn6 	 6wwz 	 5.4728906282424195
7d77 	 7evw 	 12.234653816710834
6wwz 	 7dty 	 8.378456555477594
6wwz 	 7tuz 	 9.363017902311446
6x18 	 7na7 	 12.856228520143564
6wpw 	 7dfl 	 9.395968280357906
7dw9 	 7wq3 	 12.927308284370984
6oij 	 7na7 	 3.6246369356669024
7f8v 	 7sbf 	 4.75492806102508
7d7m 	 7x9b 	 7.9867152360569
6x18 	 7ejx 	 8.836937076078684
7d68 	 7mts 	 18.823401176664085
7ld3 	 7tuz 	 6.451607300677311
7cmv 	 7d77 	 5.394418849986931
7cx2 	 7d77 	 7.402296041146461
7vgy 	 7vuh 	 11.071213252221158
7sbf 	 7wuq 	 9.394122136073454
6xbm 	 7mts 	 14.579007085538715
7dty 	 7v69 	 8.210292173208238
7dw9 	 7wu5 	 12.144442578085147
6oij 	 7vkt 	 5.742661702515901
6oik 	 7vqx 	 8.60568074391919
6wzg 	 7cx2 	 7.2930577170152215
6wpw 	 7d68 	 3.226797213264858
6p9y 	 7eb2 	 19.231057298412242
7f1s 	 7vuh 	 5.0820986723151655
6oya 	 7wvx 	 4.040667160560314
7mbx 	 7x9b 	 8.904408719673123
7jvr 	 7vl9 	 2.0686333326224142
6wwz 	 7d77 	 5.83756240858562
6fuf 	 7jvr 	 2.990762121515404
6lml 	 7ezh 	 6.740870803739553
6fuf 	 7p02 	 6.254320013075351
6fuf 	 6qno 	 2.8468348128414305
6wwz 	 7vqx 	 8.095685632981036
7sqo 	 7wvx 	 3.158847779689201
6kpf 	 7tuz 	 8.289845731095987
7cmv 	 7vug 	 4.864370183384157
7cx2 	 7jvr 	 6.635316028693477
7ej8 	 7wvx 	 2.83403810200463
7d77 	 7vug 	 9.431994148634852
6x18 	 7vuh 	 10.036519552010146
7vl9 	 7vuh 	 5.084690511776481
6gdg 	 7euo 	 3.6525727949818854
6uva 	 7na7 	 11.501490773064747
6wpw 	 7d77 	 2.8704527345642163
7cz5 	 7wu5 	 4.119761789424954
7eb2 	 7p02 	 11.74848711571417
3sn6 	 7f8w 	 6.492585024543454
6kpf 	 7cx2 	 6.235160696684874
6vn7 	 6wwz 	 7.516814737489747
7p02 	 7vuh 	 2.5298400217171384
6xbm 	 7vh0 	 13.948032644630256
7vgx 	 7vuh 	 4.58710758672488
7dh5 	 7ezh 	 5.657717930458171
6oya 	 7t10 	 6.7970679317551825
7e2y 	 7f8v 	 5.990560118118381
6lml 	 7vgy 	 4.7032700582096485
6oij 	 7wq3 	 6.609651280781013
6os9 	 7evw 	 12.028386428699612
7dh5 	 7e9h 	 14.742441842223904
6k42 	 6lml 	 7.53340542288977
6k42 	 6vn7 	 10.363700976190913
7dh5 	 7e32 	 5.212166428050616
7ezh 	 7ezm 	 2.409140807363817
7jjo 	 7vqx 	 42.323019303482624
7ezh 	 7f16 	 9.819622876891561
7mts 	 7tuz 	 16.759984413665077
7s8m 	 7vl9 	 3.125352446849532
6p9y 	 7piu 	 5.0819322444415675
6vn7 	 7vuh 	 9.152611986227114
6xbm 	 7f16 	 18.448114784211292
6g79 	 7x9b 	 6.956763184146011
7ezh 	 7vqx 	 10.891014704721798
7ezh 	 7x9c 	 3.9155637807058468
7cmv 	 7sbf 	 6.669044341895805
7e2y 	 7wu5 	 6.676286800838368
7exd 	 7jvp 	 4.130294891686158
6oya 	 7wu5 	 6.809982007634071
7d68 	 7ezm 	 9.878242108540766
6kpf 	 7cmv 	 2.843877105294348
7w2z 	 7wq3 	 1.8123109760350349
7wvx 	 7x9c 	 3.183672264568069
3sn6 	 7vug 	 6.93197049171471
6g79 	 7t10 	 5.674446141418863
6wzg 	 7f4h 	 3.6420429825786282
6x18 	 7td0 	 8.390661855909123
6vn7 	 7x9b 	 11.63535080461067
6wzg 	 7f1s 	 8.438228277897405
7dty 	 7td4 	 10.813508084964285
7ezh 	 7vgy 	 9.905343794352477
6xbm 	 7vug 	 9.86668999929791
6k41 	 6kpf 	 6.374075957393292
6kpf 	 7d77 	 5.082242009874468
6k41 	 7x9b 	 7.234055955987859
7f8w 	 7t10 	 6.559726182965727
6g79 	 7vh0 	 6.757818487740871
6oij 	 7sqo 	 2.9861301943935605
6qno 	 6xbm 	 11.14563286748592
6qno 	 7jvp 	 6.805890047672028
7exd 	 7vh0 	 7.805993413202192
6kpg 	 7vgx 	 5.229433258407428
7dty 	 7e33 	 8.555194392432194
7e2y 	 7mts 	 15.662197101335686
7d77 	 7jvr 	 7.488688267335744
7tuz 	 7vh0 	 8.422006629906546
6kpg 	 7euo 	 6.518365529381107
6gdg 	 7eb2 	 16.433617605863315
6vn7 	 7ezm 	 9.494357438492061
7ejx 	 7sqo 	 20.449494627304432
6gdg 	 7td4 	 10.388696519381877
6oya 	 7euo 	 4.618625663170057
6pb1 	 7ej8 	 8.718890785651467
7ej8 	 7jvr 	 4.090051417553935
7ew3 	 7p02 	 9.422804095137266
6li3 	 7e2y 	 3.407196666202117
6xbm 	 7x9c 	 12.07703761695198
7e33 	 7ezm 	 6.827280364797012
6oij 	 7sbf 	 5.249285054176977
6kpg 	 7x9b 	 2.5917842171883825
7cmv 	 7euo 	 5.080246707758375
6lml 	 7vh0 	 4.6234171406934115
6vn7 	 7dh5 	 5.886811257383442
7f8v 	 7wq3 	 6.018797920892792
3sn6 	 6g79 	 4.657704008778489
7mts 	 7vgx 	 12.286981841739026
7cz5 	 7vgy 	 9.759852460569439
7sbf 	 7wu5 	 8.651431629614727
7exd 	 7wuq 	 8.263254162715734
7vqx 	 7w2z 	 10.745048840300347
7tyf 	 7x9c 	 7.891136878336282
7f8w 	 7x9b 	 6.7324360970440145
7cz5 	 7jvp 	 4.799644155616537
6qno 	 7e2y 	 6.390811926344569
7ew3 	 7wq3 	 6.454792516146791
6wwz 	 7sbf 	 6.606147631065892
6kpg 	 7mts 	 13.436363497306717
6uva 	 7f4h 	 5.012752050198729
7s8m 	 7vug 	 3.672044759422935
6x18 	 7wuq 	 2.808492042391033
7jvp 	 7sqo 	 5.952084913273231
6oya 	 7vuh 	 4.7920760152178765
7f8w 	 7td0 	 7.69866804425748
7e32 	 7jvp 	 5.06967640989102
6oij 	 7s8m 	 4.887712402584868
7td4 	 7vl9 	 7.3868551541918315
6g79 	 6wwz 	 4.887108156743211
6gdg 	 6wpw 	 6.833213511504515
7f8v 	 7t10 	 6.849234686281411
7f4h 	 7sbf 	 5.417308739322618
6fuf 	 6xbm 	 10.04014389711753
7d77 	 7t6u 	 8.026149532124965
7e33 	 7ld3 	 5.2580416332976405
7e9h 	 7ew3 	 14.63579897681759
6lml 	 7td4 	 5.9278784509269515
6os9 	 7tuz 	 8.25119335307659
7e33 	 7jjo 	 43.76702149037433
7euo 	 7jvr 	 3.530660908592218
3sn6 	 7f1s 	 5.083522460976816
7cmv 	 7ej8 	 4.176843014656256
6oya 	 7d68 	 9.058695771220096
7v69 	 7vgx 	 5.766161530604192
7na7 	 7wvx 	 4.092975095963353
6oik 	 7tyf 	 7.5740338177359465
6k42 	 7f16 	 10.111301946643993
7cx2 	 7d68 	 7.71120651630718
7sbf 	 7vh0 	 11.677062735386729
6k42 	 7jvp 	 6.0362762467594075
6os9 	 7e9h 	 12.277884737664127
7ew1 	 7vgy 	 4.791266306492867
7d7m 	 7x9c 	 6.297312674339966
7dfl 	 7na7 	 8.23768604038253
6kpg 	 6wwz 	 4.227698761954498
7jjo 	 7td0 	 45.104821652929665
6p9x 	 7cx2 	 79.01755035363276
7e2y 	 7mbx 	 5.028778152748745
7d77 	 7f8w 	 9.076676780560248
6x18 	 7ld3 	 11.508791991926255
7d68 	 7vug 	 11.187663749318894
7ew1 	 7vl9 	 4.947898551684675
7ejx 	 7vh0 	 18.798520890196215
6k41 	 7vqx 	 10.274714111464998
6kpf 	 7cz5 	 6.765441462900557
7e33 	 7jvr 	 4.154644072510801
7d7m 	 7evw 	 6.15943057996796
7e9h 	 7td0 	 12.417056848595404
6kpf 	 7cfn 	 7.279498589730061
7eb2 	 7vgy 	 20.377380001873174
6k41 	 7vkt 	 3.9389550446653585
6uva 	 7vgy 	 7.152679594121171
6p9y 	 7exd 	 6.59343623090559
7t6u 	 7vgy 	 8.528289591796536
6x18 	 7dw9 	 13.217260284155948
7cfn 	 7f1s 	 7.875688443599591
7ezm 	 7f1s 	 4.835244478367314
7exd 	 7vug 	 6.429098608613095
7e33 	 7x9c 	 3.8711489483628605
6gdg 	 7f8v 	 5.268795110206804
7ezm 	 7na7 	 6.186328479906836
6li3 	 7dh5 	 2.347130735923067
7na7 	 7piu 	 8.246582364585416
6xbm 	 7na7 	 8.613379832464734
6li3 	 7cz5 	 5.42246274015142
7jjo 	 7x9b 	 48.416594054736144
6lml 	 7ew1 	 3.5653019624438085
7cx2 	 7e9h 	 10.491941731181567
6kpf 	 7ezm 	 5.898210699358681
6oya 	 6x18 	 9.311621477114416
7f16 	 7vgx 	 9.587830964046269
7ejx 	 7euo 	 20.2874405160894
7e33 	 7tyf 	 7.398979365594178
7piu 	 7td0 	 8.112895240988976
7jjo 	 7wuq 	 44.21139604795645
7euo 	 7wuq 	 9.836211426663963
7ld3 	 7s8m 	 5.398004773921519
6nbf 	 6p9y 	 1.9629570524391957
7ezh 	 7jjo 	 48.459151522900655
7cx2 	 7jvp 	 6.485527476650656
6lfo 	 6lml 	 2.0215711018142284
7f16 	 7x9c 	 7.359245927054801
6wwz 	 7euo 	 5.553907985948031
7d68 	 7wvx 	 9.08023147116187
6fuf 	 6wpw 	 8.106793196956696
7vkt 	 7vuh 	 5.008237797564153
6g79 	 6p9y 	 6.292022843205387
7na7 	 7vh0 	 9.931852007508224
7evw 	 7v69 	 12.644571658185242
6pb1 	 7f16 	 2.3677088488964095
6xbm 	 7cx2 	 14.360766277358485
6fuf 	 7ej8 	 6.218167243147409
6vn7 	 7ejx 	 8.345971048799285
7cz5 	 7vqx 	 1.83100178743029
7ezm 	 7piu 	 5.578689167055941
6lml 	 6p9x 	 71.06926455637017
7f16 	 7s8m 	 9.475200730949313
7dh5 	 7f8v 	 6.71465960759243
7jvr 	 7s8m 	 3.8944977436659993
6wpw 	 7sbf 	 9.515790413746547
6oik 	 7f8w 	 8.086094000095807
6oya 	 7vl9 	 3.2102241085945415
6qno 	 7x9b 	 4.531363519291628
6fuf 	 7d68 	 9.656174524755976
7cx2 	 7ew1 	 7.789725891406726
7dfl 	 7ld3 	 9.19855743745298
7d68 	 7s8m 	 9.836101296145946
6nbf 	 7vh0 	 8.79454029400788
6kpf 	 7wuq 	 6.1418952373712115
7jjo 	 7tuz 	 45.20251674690945
6lfo 	 7vuh 	 6.13153475867316
6vn7 	 7p02 	 10.553382144723257
7d7m 	 7f16 	 8.449340971177707
7s8m 	 7v69 	 5.231796023735052
6vn7 	 7t6u 	 9.311508383073901
7d7m 	 7wvx 	 7.474347466157131
7v69 	 7vgy 	 4.44047872574999
6p9x 	 7exd 	 76.9665023036116
7evw 	 7na7 	 12.946184909219538
6os9 	 7wvx 	 5.23622876930879
6wpw 	 7f1s 	 7.402183154162831
7e2y 	 7f4h 	 3.836030079689169
7cfn 	 7x9b 	 10.63393687332805
6qno 	 7dw9 	 10.227060000666555
6lml 	 7dh5 	 6.097178281694759
6gdg 	 7mts 	 14.307496497239429
6lml 	 7eb2 	 18.347825317070704
6oik 	 7na7 	 5.811619821475199
6p9y 	 7vgy 	 8.201907978503979
6k42 	 7cz5 	 10.422716580803481
7cmv 	 7sqo 	 4.859440545660719
6li3 	 6uva 	 5.99857899357253
7cmv 	 7f8w 	 6.990949190731131
6lfo 	 6qno 	 4.634304544337192
7dh5 	 7jvr 	 5.340648360581887
6xbm 	 7ezm 	 11.538731513564635
7piu 	 7vuh 	 4.506315545142178
7evw 	 7wuq 	 12.662456754249577
6li3 	 7sbf 	 5.5385815183873355
6xbm 	 7ezh 	 10.622706341141475
7d7m 	 7t10 	 7.676483915804584
7e32 	 7sbf 	 5.691473026931649
7ew1 	 7ezh 	 7.254351911395615
6oij 	 7ld3 	 5.682623105435957
7f8w 	 7na7 	 7.654815329962034
6lfo 	 6wwz 	 3.2615042933767078
7f8w 	 7vug 	 5.549814117648571
7tuz 	 7v69 	 8.6025018041393
6g79 	 7jjo 	 44.24549180745497
7cfn 	 7e32 	 8.408480725121832
7evw 	 7f8v 	 9.915730271353498
7vqx 	 7wu5 	 3.994162531492719
7d77 	 7exd 	 6.036948439024456
6xbm 	 7cfn 	 18.07632512687777
6wpw 	 7v69 	 5.6735013945217325
7cmv 	 7dw9 	 11.254808924284958
7e2y 	 7ejx 	 18.296035983941835
6qno 	 7x9c 	 3.6666350700481263
6wpw 	 7jvp 	 5.3667004575646216
7sbf 	 7vkt 	 4.22555487653114
7e32 	 7vuh 	 5.693559250092786
7t6u 	 7vug 	 1.9761488794299473
7cfn 	 7cz5 	 4.073930677979374
7cmv 	 7cx2 	 7.483499938877394
7f16 	 7vkt 	 8.70881212653237
7d77 	 7vkt 	 7.157704824424374
6pb1 	 7jvr 	 7.634316774083991
7eb2 	 7ew1 	 16.773654653992043
6vn7 	 7evw 	 12.018663600400142
6kpg 	 6pb1 	 8.18585732169489
6g79 	 7sqo 	 4.8987962923859145
3sn6 	 7x9c 	 4.317792494111749
6wwz 	 7e32 	 5.609324141547012
6nbf 	 7vqx 	 1.7507772425174564
3sn6 	 7jvp 	 1.5406289488700473
7cz5 	 7wuq 	 3.4060973070654055
6oya 	 7tyf 	 9.641812957676672
7mbx 	 7t6u 	 5.617224926470897
7d68 	 7e32 	 9.308147004547976
7cz5 	 7ew3 	 6.459785553012913
6xbm 	 7vkt 	 12.998516708915076
6qno 	 7wuq 	 8.48596985555968
7ld3 	 7vh0 	 7.085438948681028
7d77 	 7mbx 	 7.8969843678304255
6pb1 	 7s8m 	 8.921073494840586
7evw 	 7wu5 	 11.211816187819707
6os9 	 6vn7 	 13.19782288961356
6fuf 	 6oij 	 5.463835961846653
7dty 	 7tuz 	 14.604970803269408
6kpg 	 7d77 	 8.028524901556164
7e9h 	 7tuz 	 14.560959771909497
6x18 	 7e32 	 9.708749376367948
7cmv 	 7v69 	 1.6210140019708354
7d68 	 7vkt 	 8.625580518825831
6lml 	 7cx2 	 6.942116363234949
7cx2 	 7mts 	 10.724808374349726
7e32 	 7evw 	 12.062355173281414
7e33 	 7wvx 	 3.114155917288761
7td4 	 7wu5 	 8.064076757335958
6uva 	 7d68 	 2.859310725218701
6vn7 	 7dw9 	 11.584400867573953
7vh0 	 7wuq 	 9.232754193630415
7dw9 	 7mbx 	 4.830286543345054
7ezh 	 7jvr 	 2.4503275887983254
7ew1 	 7jvp 	 7.325996412358055
6wzg 	 7mts 	 18.12591802033379
6wwz 	 7ld3 	 6.134312117609439
7ew1 	 7f4h 	 7.74480445106544
7eb2 	 7td4 	 18.046325498688912
7cmv 	 7x9b 	 6.066550803096988
7ezh 	 7ld3 	 5.288691575958271
6x18 	 7f8w 	 10.548821022457012
7eb2 	 7tyf 	 22.345883736502294
6kpf 	 7evw 	 10.53734806343937
7dh5 	 7dw9 	 7.261285814425932
7ezm 	 7vkt 	 5.214029697437855
6gdg 	 7dw9 	 7.405685376098349
6x18 	 7ew3 	 6.4942509019284955
7d77 	 7p02 	 10.306525389446174
7evw 	 7vqx 	 12.728938853321482
6g79 	 7wu5 	 6.528145028824123
7e2y 	 7ld3 	 6.466953392707348
6uva 	 7wvx 	 8.259173983957481
7d7m 	 7ezh 	 5.788998869577079
6gdg 	 7jjo 	 46.54233717064019
7dw9 	 7exd 	 11.157607155948353
6g79 	 7d7m 	 8.58350280791933
6kpg 	 6xbm 	 9.341507302387317
6li3 	 7vkt 	 4.463919665052415
6p9x 	 7tuz 	 76.76076464200918
6kpf 	 7t10 	 7.990822904257774
7exd 	 7t6u 	 4.7602984947267295
6oik 	 7t10 	 7.20115508244923
6kpf 	 7f8w 	 6.914227117992165
6p9x 	 7sqo 	 78.73135802277966
6g79 	 7e32 	 1.9877707399390945
6oij 	 6wzg 	 11.282326657121581
7e2y 	 7wvx 	 3.536049722753119
7s8m 	 7wuq 	 9.684537190672128
7dh5 	 7mts 	 14.88213385190817
6p9y 	 7vuh 	 7.540412797661911
7eb2 	 7wuq 	 19.88852178044188
6lfo 	 6p9y 	 4.998388231250242
6k42 	 7eb2 	 16.475017804569426
6oik 	 7d7m 	 9.421879414654086
6oik 	 7jvr 	 3.6913009642294696
7jjo 	 7wvx 	 45.34596433511456
6vn7 	 7w2z 	 10.382808864050585
6xbm 	 7ejx 	 28.440843311811925
7dfl 	 7vgx 	 5.635589914093481
6lml 	 7jjo 	 43.18716995547429
6vn7 	 7ew3 	 6.416796380475525
6k41 	 7vgx 	 5.6227130928578335
3sn6 	 6lfo 	 4.685371538850192
6k41 	 6li3 	 6.017741321082026
7ej8 	 7f8w 	 7.1674573989444035
7f4h 	 7mts 	 15.789145668752127
6k41 	 7x9c 	 4.579590855856636
7s8m 	 7vqx 	 10.57704250369639
6oik 	 7f1s 	 3.2509639690642427
6k41 	 7ezm 	 5.7869972293191045
7cz5 	 7exd 	 7.398320138935789
7d68 	 7ld3 	 11.461341461202426
6gdg 	 7s8m 	 4.2755538201631476
7v69 	 7w2z 	 3.127546768586436
6wpw 	 7ej8 	 8.727961716176312
6k42 	 7td0 	 8.85893335743539
6kpf 	 6kpg 	 3.0652808149382547
6wpw 	 7sqo 	 8.709326400796645
6nbf 	 6oya 	 8.45236195381975
6nbf 	 7ejx 	 9.591262547559683
7ew1 	 7vh0 	 4.286220376141108
7cx2 	 7vuh 	 4.795990227472123
6kpf 	 7ej8 	 6.50789687348044
7ejx 	 7sbf 	 19.558801400893238
6p9x 	 7ew1 	 77.83598764210693
6lfo 	 7evw 	 11.25066492698053
7cfn 	 7piu 	 4.026301288883601
6fuf 	 7f8v 	 4.479855481395234
7d68 	 7w2z 	 10.25407464037219
7mts 	 7x9b 	 11.99691062059968
7f1s 	 7sqo 	 3.3273488216363654
7dw9 	 7vgx 	 8.505548904098521
7e33 	 7ew3 	 6.526058847631902
6wwz 	 7e33 	 5.359126978388002
6kpg 	 7f8w 	 6.763256711701814
7ew1 	 7x9c 	 4.312177992309983
6k41 	 7dh5 	 5.042538099404006
3sn6 	 6fuf 	 6.6998093813576345
6li3 	 7cx2 	 6.76615819163742
7jvr 	 7wvx 	 2.3739543434739274
6oik 	 7vh0 	 4.824790543318161
6wwz 	 7mbx 	 6.577389860886241
6oik 	 7wq3 	 2.5389545583359117
7f16 	 7f8w 	 9.687394712689498
7t10 	 7v69 	 7.334452164197437
7ejx 	 7p02 	 20.97141842186646
7ej8 	 7ld3 	 4.990827247773175
7dfl 	 7piu 	 4.0727506004792025
7eb2 	 7t6u 	 15.730096435912332
7f16 	 7na7 	 12.277000467848728
6uva 	 7p02 	 11.35844290650865
6x18 	 7t10 	 10.564334143158773
7cmv 	 7dty 	 8.094568522711123
7p02 	 7w2z 	 10.237683501837527
6wwz 	 7dw9 	 10.54447207709085
7cx2 	 7wvx 	 7.877049940329319
6vn7 	 7ezh 	 9.982418219179367
6kpf 	 7na7 	 7.369245292860225
7e32 	 7vgx 	 5.091907267583774
7e33 	 7piu 	 4.607740607915984
6oik 	 7exd 	 4.75639935986404
7d68 	 7td0 	 8.352021660887225
7ezm 	 7td0 	 7.114447523601585
7p02 	 7vug 	 6.28058683100873
7e2y 	 7tuz 	 11.977583757133303
7d77 	 7na7 	 11.005247648415342
7ejx 	 7piu 	 17.521393664040147
6p9x 	 7dw9 	 82.01120279729629
7cx2 	 7x9c 	 5.750665451095668
6wwz 	 7wq3 	 4.533570556417685
6pb1 	 7t6u 	 8.27581566321369
6g79 	 6k41 	 2.637790082634829
6k42 	 7d68 	 10.753916681586404
6k42 	 7ld3 	 5.75252842252458
7tyf 	 7wvx 	 9.296682858658736
6xbm 	 7jvp 	 15.589734856606945
6gdg 	 7vug 	 5.00360059159485
7f4h 	 7td0 	 7.901010480693599
7d77 	 7ew1 	 6.304496209349618
6gdg 	 7ezh 	 4.286864733881875
7p02 	 7t6u 	 6.300167867766464
7d68 	 7vh0 	 8.563200857535962
7td0 	 7v69 	 5.206639828842751
6g79 	 6qno 	 5.98496088993253
6k42 	 7td4 	 10.580849087124998
7ej8 	 7p02 	 8.121334086629087
